feature,rank_1_mean,rank_2_mean,rank_3_mean,rank1_minus_rank3
text_length,10398.601509840928,9278.2526287409,8883.572121865733,1515.0293879751953
image_count,84.62442706929092,74.62173092477757,68.1364249123753,16.488002156915613
table_count,6.120517659746563,5.6829334052305205,5.521164734429766,0.5993529253167971
list_item_count,163.86195740091668,146.072526287409,138.74009166891346,25.121865732003215
paragraph_count,56.50390940954435,49.639795093016986,43.49932596387166,13.004583445672687
section_count,17.104340792666488,13.369102183877056,13.804799137233756,3.2995416554327317
jsonld_field_count,6.252898355351847,6.0997573469937985,5.808304125101105,0.4445942302507415
explicit_number_count,34.543003504987865,29.48207063898625,27.393097870045835,7.14990563494203
ambiguous_term_count,0.7160959827446751,0.28552170396333243,0.12617956322458884,0.5899164195200863
numeric_specificity_ratio,0.9840304664330007,0.991562415745484,0.9949352925316798,-0.010904826098679044
price_krw,18172.15152332165,19559.447290374763,23545.03639795093,-5372.884874629282
skin_type_targets_count,3.273389053653276,2.7355082232407657,2.3203019681854946,0.9530870854677813
ph_value,6.2976300578034685,6.705744680851065,7.0661538461538465,-0.7685237883503779
active_ingredient_count,3.655971960097061,3.310865462388784,2.60070099757347,1.0552709625235912
claim_keyword_count,20.571852251280667,12.878403882448099,9.919924507953626,10.651927743327041
texture_keyword_count,4.279320571582637,2.0040442167700188,1.306282016716096,2.9730385548665406
no_list_count,0.15125370719870584,0.1501752493933675,0.10730655163116742,0.04394715556753842
cosmetic_cert_count,0.4383930978700458,0.20167160959827446,0.1277972499325964,0.31059584793744943
volume_ml,181.0027786353813,169.38862397820162,150.94486215538848,30.057916479992826
aggregate_rating_value,4.880172583750481,4.860889317134479,4.81662090813094,0.06355167561954111
aggregate_rating_count,732.7766653831344,1102.1721826560536,1031.4049630411828,-298.6282976580484
T7_eat_score,1.9193852790509571,1.6988406578592612,1.540576974925856,0.37880830412510114
Q4_social_proof_count,2.1639255864114317,1.992720409813966,1.598004853060124,0.5659207333513077
Q9_external_authority_count,0.03289296306282017,0.046373685629549743,0.03558910757616608,-0.002696144513345912
price_per_ml,125.56771002725208,157.54503552084324,234.5209914707833,-108.95328144353121
